weight,height,G,AB,HR
205.0,76.0,111,337.0,8.0
205.0,76.0,86,271.0,13.0
205.0,76.0,11,38.0,2.0
190.0,73.0,12,19.0,0.0
190.0,73.0,26,41.0,0.0
190.0,73.0,102,212.0,4.0
190.0,73.0,12,29.0,0.0
190.0,73.0,146,508.0,16.0
190.0,73.0,151,457.0,11.0
190.0,73.0,37,101.0,3.0
190.0,73.0,47,91.0,2.0
195.0,72.0,1,0.0,0.0
195.0,72.0,42,20.0,0.0
195.0,72.0,9,2.0,0.0
195.0,72.0,11,5.0,0.0
195.0,72.0,15,0.0,0.0
195.0,72.0,23,28.0,0.0
195.0,72.0,7,0.0,0.0
175.0,70.0,10,14.0,0.0
180.0,71.0,10,1.0,0.0
180.0,71.0,25,64.0,0.0
180.0,71.0,38,95.0,1.0
180.0,71.0,36,91.0,1.0
180.0,71.0,35,79.0,3.0
180.0,71.0,35,97.0,1.0
180.0,71.0,39,109.0,0.0
180.0,71.0,38,92.0,1.0
180.0,71.0,23,44.0,0.0
180.0,71.0,34,66.0,0.0
180.0,71.0,35,69.0,1.0
180.0,71.0,8,12.0,0.0
180.0,71.0,29,32.0,2.0
180.0,71.0,36,63.0,0.0
180.0,71.0,14,17.0,0.0
180.0,71.0,5,5.0,0.0
185.0,74.0,3,5.0,0.0
185.0,74.0,2,0.0,0.0
196.0,73.0,7,10.0,0.0
200.0,74.0,13,27.0,1.0
200.0,74.0,31,70.0,0.0
200.0,74.0,22,53.0,5.0
200.0,74.0,95,324.0,12.0
200.0,74.0,93,290.0,10.0
200.0,74.0,94,316.0,7.0
200.0,74.0,107,308.0,7.0
200.0,74.0,132,324.0,8.0
200.0,74.0,124,367.0,9.0
200.0,74.0,135,423.0,13.0
200.0,74.0,30,76.0,1.0
200.0,74.0,16,36.0,1.0
200.0,74.0,36,75.0,0.0
200.0,74.0,42,86.0,3.0
180.0,69.0,9,13.0,0.0
190.0,71.0,6,23.0,0.0
190.0,71.0,15,50.0,2.0
190.0,71.0,133,459.0,2.0
190.0,71.0,77,249.0,3.0
190.0,71.0,108,348.0,1.0
190.0,71.0,112,370.0,5.0
190.0,71.0,113,383.0,3.0
190.0,71.0,150,547.0,5.0
190.0,71.0,129,446.0,10.0
190.0,71.0,123,444.0,7.0
190.0,71.0,129,388.0,5.0
190.0,71.0,50,85.0,0.0
190.0,71.0,95,224.0,1.0
190.0,71.0,112,283.0,3.0
190.0,71.0,9,9.0,0.0
190.0,71.0,98,291.0,5.0
190.0,71.0,81,161.0,4.0
190.0,71.0,65,101.0,1.0
190.0,71.0,34,24.0,0.0
190.0,71.0,8,5.0,0.0
190.0,71.0,76,64.0,0.0
190.0,71.0,33,32.0,0.0
190.0,71.0,50,43.0,1.0
180.0,71.0,2,0.0,0.0
180.0,71.0,4,8.0,1.0
184.0,72.0,26,60.0,0.0
184.0,72.0,28,29.0,1.0
184.0,72.0,5,1.0,0.0
184.0,72.0,53,42.0,0.0
184.0,72.0,53,29.0,0.0
184.0,72.0,16,13.0,1.0
184.0,72.0,25,30.0,0.0
184.0,72.0,2,2.0,0.0
165.0,73.0,9,5.0,0.0
165.0,73.0,2,0.0,0.0
175.0,70.0,1,1.0,0.0
175.0,70.0,12,43.0,0.0
230.0,77.0,12,33.0,1.0
230.0,77.0,2,5.0,0.0
175.0,71.0,5,17.0,0.0
175.0,71.0,101,324.0,0.0
175.0,71.0,34,103.0,0.0
215.0,78.0,12,10.0,0.0
215.0,78.0,9,8.0,0.0
215.0,78.0,23,33.0,0.0
190.0,73.0,2,0.0,0.0
190.0,73.0,3,0.0,0.0
190.0,73.0,2,0.0,0.0
180.0,75.0,1,0.0,0.0
150.0,73.0,2,3.0,0.0
150.0,73.0,3,4.0,0.0
170.0,68.0,129,502.0,2.0
170.0,68.0,4,16.0,0.0
170.0,68.0,3,12.0,0.0
205.0,74.0,51,137.0,0.0
205.0,74.0,38,101.0,0.0
205.0,74.0,73,151.0,2.0
205.0,74.0,9,10.0,0.0
205.0,74.0,12,21.0,1.0
170.0,71.0,45,172.0,3.0
170.0,71.0,81,318.0,4.0
170.0,71.0,134,543.0,9.0
170.0,71.0,92,376.0,5.0
170.0,71.0,139,566.0,9.0
170.0,71.0,135,556.0,7.0
170.0,71.0,13,55.0,0.0
170.0,71.0,124,529.0,3.0
170.0,71.0,137,519.0,7.0
170.0,71.0,131,521.0,8.0
170.0,71.0,133,562.0,5.0
170.0,71.0,129,564.0,3.0
170.0,71.0,156,654.0,2.0
170.0,71.0,151,604.0,2.0
170.0,71.0,141,571.0,1.0
170.0,71.0,135,543.0,1.0
170.0,71.0,24,88.0,0.0
170.0,71.0,84,280.0,0.0
210.0,74.0,16,31.0,0.0
210.0,74.0,18,46.0,1.0
210.0,74.0,32,61.0,0.0
210.0,74.0,18,26.0,0.0
200.0,73.0,6,7.0,0.0
210.0,77.0,36,0.0,0.0
210.0,77.0,4,2.0,0.0
210.0,77.0,18,12.0,0.0
210.0,77.0,51,9.0,0.0
210.0,77.0,59,7.0,0.0
210.0,77.0,50,1.0,0.0
210.0,77.0,9,9.0,0.0
210.0,77.0,48,17.0,0.0
190.0,72.0,27,105.0,2.0
190.0,72.0,145,572.0,11.0
190.0,72.0,129,457.0,4.0
190.0,72.0,100,328.0,1.0
190.0,72.0,69,236.0,1.0
190.0,72.0,59,146.0,1.0
185.0,77.0,9,1.0,0.0
185.0,77.0,6,0.0,0.0
190.0,73.0,101,309.0,8.0
190.0,73.0,137,361.0,7.0
190.0,73.0,146,424.0,13.0
190.0,73.0,137,418.0,13.0
190.0,73.0,157,564.0,21.0
190.0,73.0,154,587.0,25.0
190.0,73.0,130,476.0,9.0
190.0,73.0,136,493.0,17.0
190.0,73.0,138,491.0,17.0
190.0,73.0,154,614.0,14.0
190.0,73.0,83,323.0,8.0
190.0,73.0,105,374.0,6.0
190.0,73.0,17,63.0,3.0
190.0,73.0,63,214.0,3.0
175.0,70.0,10,31.0,0.0
200.0,74.0,1,1.0,0.0
200.0,74.0,8,3.0,0.0
200.0,74.0,2,0.0,0.0
200.0,74.0,36,89.0,0.0
200.0,74.0,37,83.0,1.0
200.0,74.0,35,106.0,2.0
200.0,74.0,31,98.0,3.0
200.0,74.0,24,55.0,0.0
200.0,74.0,34,90.0,0.0
200.0,74.0,38,96.0,0.0
200.0,74.0,31,74.0,0.0
200.0,74.0,35,89.0,0.0
200.0,74.0,30,67.0,0.0
200.0,74.0,27,56.0,0.0
200.0,74.0,28,28.0,0.0
200.0,74.0,6,4.0,0.0
200.0,74.0,19,15.0,1.0
200.0,74.0,20,17.0,0.0
190.0,73.0,10,11.0,0.0
190.0,73.0,2,5.0,0.0
190.0,73.0,4,4.0,0.0
180.0,74.0,20,37.0,0.0
180.0,74.0,10,5.0,0.0
155.0,68.0,43,136.0,0.0
175.0,74.0,68,0.0,0.0
175.0,74.0,51,0.0,0.0
175.0,74.0,60,1.0,0.0
220.0,76.0,3,1.0,0.0
220.0,76.0,1,4.0,0.0
220.0,76.0,6,4.0,0.0
220.0,76.0,2,2.0,0.0
220.0,76.0,13,8.0,0.0
220.0,76.0,35,38.0,0.0
220.0,76.0,30,32.0,0.0
190.0,73.0,21,23.0,0.0
190.0,73.0,33,83.0,0.0
190.0,73.0,30,36.0,0.0
190.0,73.0,12,20.0,0.0
190.0,73.0,35,76.0,0.0
190.0,73.0,37,75.0,0.0
190.0,73.0,40,95.0,0.0
190.0,73.0,33,73.0,0.0
190.0,73.0,31,57.0,0.0
190.0,73.0,41,78.0,1.0
190.0,73.0,33,52.0,0.0
190.0,73.0,35,16.0,0.0
190.0,73.0,1,1.0,0.0
180.0,73.0,21,61.0,1.0
180.0,73.0,105,213.0,4.0
180.0,73.0,106,215.0,5.0
180.0,73.0,91,110.0,5.0
180.0,73.0,105,101.0,5.0
180.0,73.0,104,151.0,5.0
180.0,73.0,76,92.0,1.0
180.0,73.0,89,104.0,5.0
180.0,73.0,20,25.0,0.0
180.0,73.0,132,246.0,6.0
180.0,73.0,134,384.0,24.0
180.0,73.0,97,313.0,11.0
180.0,73.0,49,139.0,3.0
180.0,73.0,84,219.0,6.0
180.0,73.0,117,327.0,14.0
180.0,73.0,42,51.0,2.0
192.0,73.0,3,3.0,0.0
192.0,73.0,24,30.0,0.0
192.0,73.0,31,65.0,1.0
192.0,73.0,45,93.0,2.0
192.0,73.0,45,110.0,1.0
192.0,73.0,43,44.0,1.0
192.0,73.0,52,71.0,0.0
192.0,73.0,42,58.0,0.0
192.0,73.0,44,68.0,1.0
192.0,73.0,38,58.0,2.0
192.0,73.0,6,1.0,0.0
187.0,76.0,1,0.0,0.0
187.0,76.0,2,0.0,0.0
205.0,76.0,8,8.0,0.0
205.0,76.0,18,31.0,0.0
170.0,71.0,25,2.0,0.0
165.0,72.0,11,12.0,0.0
165.0,72.0,4,0.0,0.0
230.0,74.0,1,1.0,0.0
230.0,74.0,86,221.0,7.0
230.0,74.0,144,483.0,20.0
230.0,74.0,139,448.0,10.0
230.0,74.0,51,174.0,7.0
230.0,74.0,132,467.0,10.0
230.0,74.0,142,451.0,25.0
230.0,74.0,137,463.0,18.0
230.0,74.0,133,470.0,22.0
230.0,74.0,103,365.0,12.0
230.0,74.0,131,435.0,17.0
230.0,74.0,131,423.0,13.0
230.0,74.0,109,364.0,14.0
230.0,74.0,39,112.0,7.0
230.0,74.0,68,222.0,11.0
170.0,70.0,2,4.0,0.0
165.0,72.0,3,6.0,0.0
235.0,75.0,5,4.0,0.0
235.0,75.0,9,28.0,0.0
235.0,75.0,36,107.0,2.0
235.0,75.0,14,41.0,3.0
235.0,75.0,5,10.0,0.0
190.0,71.0,46,73.0,0.0
190.0,71.0,61,87.0,0.0
190.0,71.0,46,48.0,0.0
190.0,71.0,99,187.0,4.0
190.0,71.0,103,162.0,4.0
190.0,71.0,77,95.0,2.0
190.0,71.0,67,82.0,0.0
190.0,71.0,72,103.0,0.0
165.0,69.0,36,46.0,1.0
165.0,69.0,21,27.0,0.0
165.0,69.0,17,20.0,0.0
165.0,69.0,13,16.0,0.0
175.0,70.0,129,497.0,4.0
175.0,70.0,152,573.0,9.0
175.0,70.0,149,558.0,12.0
175.0,70.0,137,499.0,19.0
175.0,70.0,156,568.0,9.0
175.0,70.0,126,469.0,5.0
175.0,70.0,148,541.0,7.0
175.0,70.0,152,595.0,6.0
175.0,70.0,156,594.0,7.0
175.0,70.0,106,374.0,6.0
175.0,70.0,128,495.0,2.0
175.0,70.0,149,610.0,5.0
175.0,70.0,64,126.0,2.0
175.0,70.0,65,123.0,3.0
185.0,73.0,1,4.0,0.0
185.0,73.0,1,0.0,0.0
170.0,71.0,9,30.0,0.0
178.0,73.0,18,34.0,0.0
178.0,73.0,5,7.0,0.0
178.0,73.0,1,0.0,0.0
150.0,69.0,5,14.0,0.0
150.0,69.0,144,521.0,0.0
177.0,75.0,1,3.0,0.0
177.0,75.0,51,189.0,1.0
177.0,75.0,90,360.0,3.0
177.0,75.0,44,166.0,1.0
177.0,75.0,51,175.0,1.0
177.0,75.0,25,99.0,0.0
177.0,75.0,91,346.0,2.0
177.0,75.0,121,483.0,1.0
177.0,75.0,72,284.0,8.0
177.0,75.0,92,334.0,1.0
177.0,75.0,114,433.0,2.0
177.0,75.0,54,199.0,0.0
177.0,75.0,78,275.0,1.0
177.0,75.0,31,108.0,0.0
185.0,70.0,30,109.0,1.0
185.0,70.0,80,268.0,1.0
195.0,72.0,38,113.0,5.0
195.0,72.0,120,382.0,17.0
195.0,72.0,145,542.0,27.0
195.0,72.0,141,501.0,23.0
195.0,72.0,154,569.0,30.0
195.0,72.0,95,370.0,19.0
195.0,72.0,108,392.0,17.0
195.0,72.0,102,375.0,31.0
195.0,72.0,43,141.0,10.0
195.0,72.0,120,361.0,18.0
195.0,72.0,158,573.0,50.0
195.0,72.0,153,550.0,45.0
195.0,72.0,127,461.0,28.0
195.0,72.0,136,485.0,24.0
195.0,72.0,69,251.0,8.0
195.0,72.0,22,37.0,3.0
215.0,76.0,2,1.0,0.0
215.0,76.0,30,75.0,0.0
215.0,76.0,26,49.0,0.0
215.0,76.0,15,21.0,0.0
215.0,76.0,12,30.0,0.0
215.0,76.0,7,21.0,0.0
215.0,76.0,42,97.0,1.0
215.0,76.0,43,86.0,0.0
215.0,76.0,44,104.0,0.0
215.0,76.0,41,100.0,0.0
215.0,76.0,35,96.0,0.0
215.0,76.0,38,98.0,0.0
215.0,76.0,40,102.0,1.0
215.0,76.0,17,41.0,1.0
225.0,73.0,74,219.0,4.0
225.0,73.0,113,355.0,13.0
225.0,73.0,152,539.0,29.0
225.0,73.0,111,394.0,26.0
225.0,73.0,140,550.0,39.0
225.0,73.0,161,635.0,44.0
225.0,73.0,141,527.0,35.0
225.0,73.0,154,609.0,40.0
225.0,73.0,139,524.0,33.0
225.0,73.0,161,614.0,36.0
225.0,73.0,139,487.0,26.0
225.0,73.0,27,79.0,3.0
178.0,72.0,2,2.0,0.0
210.0,74.0,33,52.0,0.0
210.0,74.0,26,42.0,0.0
210.0,74.0,33,65.0,0.0
210.0,74.0,32,62.0,0.0
210.0,74.0,34,73.0,0.0
210.0,74.0,34,65.0,0.0
210.0,74.0,32,4.0,0.0
210.0,74.0,33,63.0,1.0
210.0,74.0,33,1.0,0.0
210.0,74.0,32,6.0,0.0
210.0,74.0,33,2.0,0.0
210.0,74.0,37,68.0,0.0
210.0,74.0,31,1.0,0.0
210.0,74.0,34,56.0,0.0
195.0,71.0,17,35.0,0.0
195.0,71.0,128,423.0,2.0
195.0,71.0,116,422.0,3.0
195.0,71.0,52,115.0,1.0
195.0,71.0,27,61.0,0.0
195.0,71.0,12,24.0,0.0
195.0,71.0,34,67.0,1.0
195.0,71.0,104,300.0,8.0
195.0,71.0,105,300.0,6.0
195.0,71.0,101,204.0,1.0
178.0,71.0,2,4.0,0.0
160.0,71.0,23,79.0,0.0
160.0,71.0,137,491.0,0.0
160.0,71.0,149,531.0,1.0
160.0,71.0,152,569.0,3.0
160.0,71.0,150,566.0,3.0
160.0,71.0,154,571.0,8.0
160.0,71.0,127,499.0,3.0
160.0,71.0,139,538.0,3.0
160.0,71.0,154,612.0,11.0
160.0,71.0,150,612.0,16.0
160.0,71.0,155,618.0,9.0
160.0,71.0,114,293.0,2.0
160.0,71.0,142,519.0,5.0
160.0,71.0,1,5.0,0.0
160.0,71.0,56,116.0,0.0
160.0,71.0,18,37.0,0.0
175.0,72.0,27,82.0,1.0
175.0,72.0,1,3.0,0.0
175.0,72.0,64,238.0,0.0
175.0,72.0,8,30.0,2.0
165.0,73.0,58,207.0,0.0
165.0,73.0,77,89.0,1.0
165.0,73.0,27,64.0,0.0
165.0,73.0,69,218.0,0.0
165.0,73.0,1,1.0,0.0
165.0,73.0,15,32.0,0.0
212.0,78.0,11,16.0,0.0
212.0,78.0,35,23.0,0.0
212.0,78.0,41,96.0,0.0
212.0,78.0,39,93.0,0.0
212.0,78.0,38,94.0,0.0
212.0,78.0,33,69.0,0.0
212.0,78.0,36,82.0,0.0
212.0,78.0,34,79.0,0.0
212.0,78.0,34,67.0,0.0
212.0,78.0,37,9.0,0.0
212.0,78.0,5,1.0,0.0
212.0,78.0,6,1.0,0.0
175.0,70.0,1,0.0,0.0
176.0,73.0,4,7.0,0.0
176.0,73.0,12,30.0,0.0
176.0,73.0,71,199.0,5.0
180.0,73.0,2,1.0,0.0
165.0,70.0,12,29.0,0.0
165.0,70.0,1,1.0,0.0
160.0,69.0,14,29.0,0.0
160.0,69.0,8,4.0,0.0
160.0,69.0,63,48.0,0.0
160.0,69.0,18,24.0,0.0
160.0,69.0,15,7.0,0.0
160.0,69.0,9,9.0,0.0
160.0,69.0,23,58.0,0.0
160.0,69.0,14,50.0,2.0
160.0,69.0,3,7.0,0.0
160.0,69.0,7,8.0,0.0
185.0,72.0,8,22.0,0.0
185.0,72.0,48,115.0,5.0
185.0,72.0,33,100.0,2.0
185.0,72.0,95,229.0,5.0
185.0,72.0,80,184.0,1.0
185.0,72.0,121,412.0,7.0
185.0,72.0,85,226.0,7.0
185.0,72.0,77,280.0,9.0
185.0,72.0,111,367.0,7.0
185.0,72.0,136,530.0,14.0
185.0,72.0,1,0.0,0.0
185.0,72.0,51,188.0,4.0
185.0,72.0,95,376.0,9.0
185.0,72.0,61,255.0,7.0
185.0,72.0,122,485.0,12.0
185.0,72.0,78,296.0,9.0
185.0,72.0,15,46.0,0.0
185.0,72.0,56,133.0,2.0
220.0,75.0,15,23.0,1.0
220.0,75.0,79,143.0,3.0
185.0,73.0,6,16.0,0.0
185.0,73.0,15,23.0,0.0
170.0,72.0,23,77.0,2.0
170.0,72.0,27,67.0,2.0
170.0,72.0,6,8.0,0.0
170.0,72.0,49,94.0,2.0
170.0,72.0,120,360.0,16.0
170.0,72.0,91,248.0,9.0
170.0,72.0,99,274.0,15.0
170.0,72.0,104,357.0,20.0
170.0,72.0,80,240.0,11.0
170.0,72.0,28,52.0,1.0
170.0,72.0,10,25.0,0.0
175.0,72.0,5,4.0,0.0
175.0,72.0,1,3.0,0.0
175.0,72.0,2,1.0,0.0
175.0,72.0,1,1.0,0.0
175.0,72.0,2,1.0,0.0
175.0,72.0,12,28.0,0.0
185.0,70.0,55,85.0,0.0
185.0,70.0,64,138.0,0.0
185.0,70.0,18,32.0,0.0
185.0,70.0,71,125.0,1.0
185.0,70.0,94,228.0,6.0
185.0,70.0,38,71.0,2.0
185.0,70.0,77,135.0,0.0
185.0,70.0,108,147.0,2.0
185.0,70.0,7,7.0,0.0
185.0,70.0,20,53.0,0.0
185.0,70.0,93,189.0,4.0
185.0,70.0,82,187.0,3.0
170.0,70.0,65,0.0,0.0
170.0,70.0,77,0.0,0.0
170.0,70.0,70,0.0,0.0
170.0,70.0,47,0.0,0.0
170.0,70.0,24,0.0,0.0
170.0,70.0,17,0.0,0.0
170.0,70.0,7,0.0,0.0
185.0,73.0,16,45.0,0.0
185.0,73.0,150,493.0,5.0
185.0,73.0,157,606.0,23.0
185.0,73.0,157,592.0,16.0
185.0,73.0,157,554.0,22.0
185.0,73.0,109,401.0,18.0
185.0,73.0,135,492.0,26.0
185.0,73.0,158,586.0,34.0
185.0,73.0,54,183.0,6.0
185.0,73.0,161,590.0,21.0
185.0,73.0,161,588.0,32.0
185.0,73.0,141,469.0,24.0
185.0,73.0,142,456.0,21.0
185.0,73.0,141,465.0,27.0
185.0,73.0,89,283.0,9.0
185.0,73.0,49,109.0,5.0
185.0,73.0,102,152.0,5.0
190.0,73.0,18,58.0,0.0
165.0,74.0,23,0.0,0.0
165.0,74.0,23,0.0,0.0
166.0,69.0,124,440.0,5.0
166.0,69.0,73,253.0,4.0
166.0,69.0,145,539.0,3.0
166.0,69.0,138,517.0,6.0
166.0,69.0,132,475.0,6.0
166.0,69.0,84,298.0,5.0
166.0,69.0,71,258.0,3.0
186.0,74.0,36,118.0,2.0
186.0,74.0,49,164.0,0.0
165.0,71.0,146,498.0,0.0
165.0,71.0,155,597.0,0.0
165.0,71.0,1,1.0,0.0
165.0,71.0,138,473.0,0.0
165.0,71.0,155,540.0,0.0
165.0,71.0,55,169.0,0.0
165.0,71.0,56,248.0,1.0
165.0,71.0,98,343.0,0.0
165.0,71.0,45,37.0,0.0
165.0,71.0,4,5.0,0.0
155.0,72.0,17,0.0,0.0
155.0,72.0,28,18.0,0.0
155.0,72.0,40,25.0,0.0
155.0,72.0,7,3.0,0.0
163.0,70.0,68,177.0,0.0
163.0,70.0,13,21.0,0.0
186.0,69.0,1,0.0,0.0
170.0,70.0,1,0.0,0.0
185.0,70.0,2,0.0,0.0
195.0,74.0,32,2.0,0.0
195.0,74.0,72,5.0,0.0
195.0,74.0,68,8.0,0.0
195.0,74.0,53,1.0,0.0
195.0,74.0,63,3.0,0.0
195.0,74.0,73,1.0,0.0
195.0,74.0,71,1.0,0.0
195.0,74.0,71,3.0,0.0
195.0,74.0,71,3.0,0.0
195.0,74.0,31,0.0,0.0
190.0,75.0,10,1.0,0.0
190.0,75.0,47,3.0,0.0
190.0,75.0,24,0.0,0.0
165.0,68.0,152,565.0,13.0
165.0,68.0,118,376.0,6.0
165.0,68.0,123,458.0,16.0
165.0,68.0,108,320.0,7.0
165.0,68.0,148,546.0,9.0
165.0,68.0,15,40.0,1.0
165.0,68.0,8,18.0,0.0
200.0,77.0,21,0.0,0.0
160.0,71.0,1,2.0,0.0
160.0,71.0,1,1.0,0.0
170.0,74.0,76,276.0,1.0
170.0,74.0,5,19.0,0.0
170.0,74.0,138,531.0,9.0
170.0,74.0,151,621.0,9.0
170.0,74.0,145,553.0,7.0
170.0,74.0,148,587.0,8.0
170.0,74.0,154,600.0,7.0
170.0,74.0,150,558.0,3.0
170.0,74.0,153,584.0,18.0
170.0,74.0,28,90.0,0.0
170.0,74.0,90,327.0,9.0
170.0,74.0,141,546.0,9.0
170.0,74.0,154,569.0,10.0
170.0,74.0,152,608.0,15.0
170.0,74.0,151,597.0,20.0
170.0,74.0,150,538.0,14.0
170.0,74.0,119,403.0,15.0
170.0,74.0,102,270.0,7.0
170.0,74.0,119,355.0,8.0
170.0,74.0,74,91.0,3.0
170.0,74.0,9,8.0,0.0
146.0,70.0,29,59.0,1.0
146.0,70.0,15,45.0,0.0
146.0,70.0,129,510.0,7.0
146.0,70.0,160,568.0,17.0
146.0,70.0,159,621.0,10.0
146.0,70.0,160,659.0,20.0
146.0,70.0,160,666.0,19.0
146.0,70.0,137,543.0,7.0
146.0,70.0,160,581.0,6.0
146.0,70.0,122,403.0,2.0
146.0,70.0,72,217.0,1.0
146.0,70.0,31,75.0,0.0
146.0,70.0,66,194.0,5.0
175.0,73.0,18,20.0,0.0
175.0,73.0,22,55.0,2.0
175.0,73.0,128,404.0,5.0
175.0,73.0,97,354.0,1.0
175.0,73.0,125,350.0,2.0
175.0,73.0,130,421.0,1.0
175.0,73.0,149,449.0,0.0
175.0,73.0,109,358.0,2.0
175.0,73.0,75,221.0,0.0
175.0,73.0,40,54.0,0.0
175.0,73.0,59,88.0,1.0
175.0,73.0,44,74.0,0.0
160.0,64.0,43,149.0,0.0
160.0,64.0,47,147.0,0.0
160.0,64.0,13,36.0,0.0
160.0,64.0,13,43.0,0.0
160.0,64.0,45,144.0,0.0
160.0,64.0,1,0.0,0.0
160.0,64.0,21,66.0,0.0
160.0,64.0,1,3.0,0.0
185.0,69.0,3,6.0,0.0
185.0,69.0,16,23.0,0.0
185.0,69.0,14,32.0,0.0
185.0,69.0,24,51.0,0.0
163.0,70.0,10,36.0,0.0
163.0,70.0,2,3.0,0.0
163.0,70.0,106,407.0,2.0
163.0,70.0,51,118.0,0.0
163.0,70.0,44,77.0,0.0
225.0,74.0,4,11.0,0.0
225.0,74.0,5,10.0,0.0
225.0,74.0,10,20.0,0.0
225.0,74.0,53,106.0,0.0
225.0,74.0,18,16.0,0.0
170.0,72.0,46,159.0,0.0
170.0,72.0,14,39.0,0.0
170.0,72.0,24,74.0,0.0
170.0,72.0,15,35.0,0.0
200.0,76.0,144,521.0,8.0
200.0,76.0,67,142.0,4.0
190.0,72.0,17,32.0,0.0
190.0,72.0,16,34.0,0.0
190.0,72.0,37,54.0,2.0
190.0,72.0,18,26.0,1.0
175.0,71.0,67,169.0,2.0
175.0,71.0,83,205.0,0.0
175.0,71.0,140,494.0,12.0
175.0,71.0,153,606.0,24.0
175.0,71.0,124,486.0,15.0
175.0,71.0,152,604.0,19.0
175.0,71.0,144,509.0,15.0
175.0,71.0,110,412.0,14.0
175.0,71.0,87,309.0,7.0
175.0,71.0,126,463.0,7.0
175.0,71.0,147,548.0,6.0
175.0,71.0,85,308.0,7.0
180.0,71.0,31,0.0,0.0
180.0,71.0,31,1.0,0.0
180.0,71.0,20,1.0,0.0
220.0,73.0,52,114.0,7.0
220.0,73.0,71,192.0,13.0
220.0,73.0,51,112.0,2.0
220.0,73.0,17,55.0,3.0
188.0,73.0,1,1.0,0.0
245.0,75.0,19,1.0,0.0
245.0,75.0,21,0.0,0.0
245.0,75.0,50,1.0,0.0
245.0,75.0,29,43.0,0.0
245.0,75.0,35,43.0,0.0
245.0,75.0,22,9.0,0.0
245.0,75.0,31,13.0,0.0
245.0,75.0,45,16.0,0.0
245.0,75.0,19,42.0,1.0
245.0,75.0,56,0.0,0.0
245.0,75.0,52,0.0,0.0
245.0,75.0,27,1.0,0.0
245.0,75.0,70,0.0,0.0
245.0,75.0,37,0.0,0.0
245.0,75.0,74,1.0,0.0
245.0,75.0,63,0.0,0.0
170.0,69.0,24,45.0,0.0
170.0,69.0,79,124.0,0.0
170.0,69.0,113,288.0,3.0
170.0,69.0,140,554.0,7.0
170.0,69.0,79,324.0,4.0
170.0,69.0,159,637.0,7.0
170.0,69.0,37,154.0,1.0
170.0,69.0,123,487.0,4.0
170.0,69.0,154,631.0,9.0
170.0,69.0,150,622.0,1.0
170.0,69.0,61,259.0,4.0
170.0,69.0,29,115.0,0.0
184.0,76.0,2,4.0,0.0
184.0,76.0,3,0.0,0.0
195.0,75.0,19,12.0,0.0
180.0,72.0,8,0.0,0.0
207.0,75.0,13,22.0,1.0
168.0,69.0,15,49.0,0.0
168.0,69.0,39,134.0,0.0
168.0,69.0,10,24.0,0.0
160.0,73.0,21,78.0,0.0
160.0,73.0,9,30.0,0.0
160.0,73.0,7,26.0,0.0
200.0,76.0,35,0.0,0.0
200.0,76.0,24,0.0,0.0
200.0,76.0,12,23.0,0.0
200.0,76.0,35,85.0,0.0
200.0,76.0,35,71.0,0.0
200.0,76.0,3,6.0,0.0
150.0,67.0,33,70.0,1.0
150.0,67.0,137,492.0,2.0
150.0,67.0,143,506.0,1.0
150.0,67.0,150,503.0,2.0
150.0,67.0,43,132.0,1.0
175.0,72.0,144,534.0,17.0
175.0,72.0,24,71.0,2.0
175.0,72.0,133,509.0,8.0
175.0,72.0,144,561.0,8.0
175.0,72.0,144,604.0,9.0
175.0,72.0,144,519.0,8.0
175.0,72.0,120,409.0,8.0
175.0,72.0,146,599.0,9.0
175.0,72.0,156,663.0,6.0
175.0,72.0,142,554.0,8.0
175.0,72.0,145,473.0,3.0
175.0,72.0,135,481.0,4.0
175.0,72.0,6,3.0,1.0
174.0,73.0,3,12.0,0.0
174.0,73.0,96,226.0,4.0
174.0,73.0,49,193.0,3.0
174.0,73.0,62,132.0,3.0
174.0,73.0,20,30.0,1.0
174.0,73.0,11,21.0,0.0
174.0,73.0,1,0.0,0.0
174.0,73.0,39,49.0,1.0
174.0,73.0,42,89.0,2.0
174.0,73.0,1,1.0,0.0
180.0,73.0,1,5.0,0.0
180.0,73.0,6,6.0,0.0
180.0,73.0,49,101.0,3.0
180.0,73.0,55,140.0,6.0
180.0,73.0,141,456.0,18.0
180.0,73.0,131,426.0,19.0
180.0,73.0,114,359.0,15.0
180.0,73.0,123,429.0,27.0
180.0,73.0,107,320.0,9.0
180.0,73.0,9,11.0,1.0
180.0,73.0,3,5.0,0.0
165.0,69.0,62,223.0,2.0
165.0,69.0,139,517.0,2.0
165.0,69.0,147,557.0,2.0
165.0,69.0,97,378.0,1.0
165.0,69.0,29,89.0,0.0
180.0,71.0,4,13.0,0.0
180.0,71.0,80,295.0,8.0
180.0,71.0,127,521.0,3.0
180.0,71.0,18,68.0,1.0
180.0,71.0,6,27.0,0.0
195.0,73.0,4,3.0,0.0
195.0,73.0,1,0.0,0.0
215.0,74.0,53,130.0,7.0
215.0,74.0,85,257.0,8.0
215.0,74.0,51,130.0,5.0
215.0,74.0,3,7.0,0.0
215.0,74.0,13,41.0,1.0
215.0,74.0,39,52.0,2.0
215.0,74.0,38,76.0,3.0
210.0,80.0,3,0.0,0.0
150.0,70.0,76,273.0,0.0
150.0,70.0,99,359.0,2.0
150.0,70.0,66,195.0,0.0
150.0,70.0,152,560.0,1.0
